roll_no,department,program,subject,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,debarred
UG/02/BCA/2022/094,cse,BCA,web-d,92.59,90.23,78.81,76.7,74.87,69.88,81.06,69.3,81.74,83.04,78.94,69.03,0
UG/02/BCA/2022/094,cse,BCA,dsa,58.65,63.65,72.59,79.54,69.46,81.7,66.1,63.37,75.88,66.47,81.72,91.52,0
UG/02/BCA/2022/095,cse,BCA,c,25.03,34.98,22.7,19.38,28.18,26.34,35.51,36.24,21.85,23.22,32.15,32.57,1
UG/02/BCA/2022/095,cse,BCA,math,34.6,23.5,46.33,29.18,19.26,35.89,39.36,38.19,29.66,36.26,37.9,27.06,1
UG/02/BCA/2022/095,cse,BCA,web-d,26.17,21.14,27.24,31.4,35.06,39.34,22.64,35.64,27.62,41.08,35.72,38.49,1
UG/02/BCA/2022/095,cse,BCA,dsa,26.61,32.72,27.67,34.5,43.45,35.64,15.08,26.45,40.06,33.96,23.35,28.81,1
UG/02/BCA/2022/096,cse,BCA,c,56.77,66.26,69.7,37.63,72.53,62.1,56.45,65.73,71.09,47.17,69.04,53.43,1
UG/02/BCA/2022/096,cse,BCA,math,46.56,53.12,59.11,35.84,48.62,61.04,56.4,39.17,44.94,39.05,48.05,51.19,1
UG/02/BCA/2022/096,cse,BCA,web-d,51.11,59.03,55.85,59.9,68.4,32.58,57.27,50.39,41.57,68.9,53.51,69.48,1
UG/02/BCA/2022/096,cse,BCA,dsa,58.13,52.68,41.92,38.8,64.87,49.48,59.05,43.44,38.93,60.27,41.23,62.05,1
UG/02/BCA/2022/097,cse,BCA,c,83.8,65.26,83.47,93.44,86.97,74.66,69.66,69.81,71.43,71.91,85.23,81.35,0
UG/02/BCA/2022/097,cse,BCA,math,79.92,93.32,75.17,83.92,89.64,77.67,75.2,75.77,88.72,65.96,60.2,79.48,0
UG/02/BCA/2022/097,cse,BCA,web-d,70.6,80.54,70.36,79.04,74.87,92.13,76.13,71.84,82.92,80.68,73.3,73.99,0
UG/02/BCA/2022/097,cse,BCA,dsa,69.17,63.97,82.24,62.21,71.35,70.28,75.51,61.97,71.4,85.33,66.07,74.29,0
UG/02/BCA/2022/098,cse,BCA,c,76.45,73.62,65.95,72.4,74.85,66.0,80.96,53.26,77.75,69.64,81.11,75.45,1
UG/02/BCA/2022/098,cse,BCA,math,63.55,89.5,76.55,76.12,83.75,73.81,61.03,82.55,75.47,73.9,77.02,68.05,1
UG/02/BCA/2022/098,cse,BCA,web-d,62.06,80.46,73.43,73.5,80.28,80.11,62.05,78.64,67.13,78.11,74.75,70.1,1
UG/02/BCA/2022/098,cse,BCA,dsa,73.84,67.39,76.58,85.15,72.91,86.2,62.83,73.9,74.37,59.94,79.24,69.4,1
UG/02/BCA/2022/099,cse,BCA,c,82.32,65.25,84.96,75.9,72.91,72.84,79.56,56.77,69.73,70.29,78.1,89.42,0
UG/02/BCA/2022/099,cse,BCA,math,69.93,87.23,68.32,62.48,65.92,87.9,74.35,73.28,80.02,62.36,90.0,77.4,0
UG/02/BCA/2022/099,cse,BCA,web-d,77.51,68.26,80.07,77.17,62.15,61.5,81.74,86.93,85.86,79.02,73.73,82.94,0
UG/02/BCA/2022/099,cse,BCA,dsa,79.04,77.13,70.5,85.42,81.36,87.39,76.08,90.16,86.79,74.22,78.2,73.16,0
UG/02/BCA/2022/100,cse,BCA,c,97.48,94.18,93.62,92.07,97.3,100.0,99.66,100.0,93.42,91.26,91.8,85.99,0
UG/02/BCA/2022/100,cse,BCA,math,89.56,89.17,92.05,95.52,79.83,100.0,89.95,96.61,78.94,97.21,100.0,96.72,0
UG/02/BCA/2022/100,cse,BCA,web-d,99.11,89.76,83.66,100.0,100.0,83.48,89.07,90.53,92.62,94.33,95.96,89.79,0
UG/02/BCA/2022/100,cse,BCA,dsa,84.46,87.34,93.36,95.61,84.71,85.04,84.77,90.79,88.87,95.73,91.91,83.83,0
UG/02/MCA/2022/001,cse,MCA,c,78.6,63.94,63.05,64.38,86.3,69.28,63.83,70.71,63.76,80.54,82.29,67.92,1
UG/02/MCA/2022/001,cse,MCA,math,71.69,72.57,72.27,73.93,86.62,73.19,72.03,75.04,75.75,78.62,76.8,76.99,1
UG/02/MCA/2022/001,cse,MCA,web-d,84.88,74.9,67.97,81.42,70.23,73.37,75.47,73.55,70.98,74.63,72.96,67.75,1
UG/02/MCA/2022/001,cse,MCA,dsa,71.5,80.3,89.48,79.13,72.57,89.33,71.07,71.37,74.42,76.72,67.62,83.46,1
UG/02/MCA/2022/002,cse,MCA,c,39.25,45.16,55.51,54.01,38.28,47.53,61.22,45.41,60.85,49.46,64.33,41.84,1
UG/02/MCA/2022/002,cse,MCA,math,53.93,46.95,70.26,56.22,53.62,57.19,37.7,46.95,39.66,59.79,39.31,65.6,1
UG/02/MCA/2022/002,cse,MCA,web-d,39.88,42.51,48.63,66.74,68.02,60.86,45.75,59.41,52.93,51.13,58.24,54.3,1
UG/02/MCA/2022/002,cse,MCA,dsa,47.48,54.5,71.5,41.12,54.95,56.05,58.85,37.94,43.94,52.19,58.86,60.91,1
UG/02/MCA/2022/003,cse,MCA,c,83.67,72.02,73.21,62.65,86.07,68.64,74.52,62.69,69.04,84.48,83.99,69.56,1
UG/02/MCA/2022/003,cse,MCA,math,61.33,77.93,74.0,64.3,78.23,85.56,77.28,58.75,71.17,82.82,73.09,84.93,1
UG/02/MCA/2022/003,cse,MCA,web-d,80.5,81.15,90.02,82.41,70.07,77.75,67.29,79.68,63.49,76.4,82.76,67.35,1
UG/02/MCA/2022/003,cse,MCA,dsa,56.48,66.84,74.18,68.7,74.56,72.88,74.35,71.93,80.01,68.76,68.73,85.27,1
UG/02/MCA/2022/004,cse,MCA,c,90.6,100.0,92.33,92.58,97.16,90.08,86.25,85.07,81.71,90.31,96.79,97.33,0
UG/02/MCA/2022/004,cse,MCA,math,96.07,100.0,100.0,100.0,97.56,83.01,97.02,100.0,91.18,92.28,82.44,89.8,0
UG/02/MCA/2022/004,cse,MCA,web-d,71.85,90.91,97.92,88.33,96.89,88.3,99.28,88.58,95.48,93.79,91.49,93.37,0
UG/02/MCA/2022/004,cse,MCA,dsa,88.45,100.0,100.0,100.0,98.99,94.4,86.98,85.26,90.28,85.92,97.13,86.83,0
UG/02/MCA/2022/005,cse,MCA,c,70.16,66.53,62.97,47.48,56.25,65.09,53.9,59.09,52.59,48.71,66.31,57.67,1
UG/02/MCA/2022/005,cse,MCA,math,65.39,39.66,53.59,47.74,62.01,50.95,64.45,49.26,46.67,50.03,58.15,56.14,1
UG/02/MCA/2022/005,cse,MCA,web-d,57.41,59.19,60.12,54.39,52.59,38.17,50.62,58.31,40.46,51.7,53.2,68.93,1
UG/02/MCA/2022/005,cse,MCA,dsa,51.65,43.74,54.65,60.4,49.12,47.87,55.01,68.73,66.72,41.08,62.36,48.44,1
UG/02/MCA/2022/006,cse,MCA,c,53.95,88.65,82.03,70.16,65.89,89.16,80.58,80.76,72.69,70.04,69.56,67.36,1
UG/02/MCA/2022/006,cse,MCA,math,75.33,58.19,64.24,84.48,58.64,76.41,67.89,79.23,64.04,67.82,81.81,84.15,1
UG/02/MCA/2022/006,cse,MCA,web-d,72.32,68.45,75.52,70.99,82.8,87.67,81.12,73.66,72.03,82.76,59.4,85.29,1
UG/02/MCA/2022/006,cse,MCA,dsa,74.05,74.02,94.48,68.04,64.47,75.26,63.21,79.04,75.12,83.85,84.61,75.03,1
UG/02/MCA/2022/007,cse,MCA,c,76.15,91.17,81.78,73.27,68.04,74.12,65.05,60.47,78.76,61.24,88.17,70.27,1
UG/02/MCA/2022/007,cse,MCA,math,69.71,62.89,82.02,72.02,65.85,61.76,79.53,79.12,70.14,69.26,77.27,66.75,1
UG/02/MCA/2022/007,cse,MCA,web-d,76.71,78.63,75.08,68.81,73.31,75.09,76.64,67.81,72.01,80.58,81.41,68.49,1
UG/02/MCA/2022/007,cse,MCA,dsa,56.64,85.37,83.33,71.68,67.94,70.76,74.96,50.56,78.55,83.33,70.51,62.82,1
UG/02/MCA/2022/008,cse,MCA,c,95.64,96.88,96.38,100.0,100.0,100.0,100.0,89.76,88.59,92.17,99.79,85.09,0
UG/02/MCA/2022/008,cse,MCA,math,88.61,93.12,84.69,94.01,86.15,98.35,96.61,80.91,82.25,87.4,100.0,98.94,0
UG/02/MCA/2022/008,cse,MCA,web-d,97.22,86.55,82.14,90.11,100.0,98.6,79.05,84.59,96.8,100.0,93.45,89.48,0
UG/02/MCA/2022/008,cse,MCA,dsa,100.0,96.47,94.83,87.44,90.76,97.55,100.0,86.09,87.3,93.73,97.77,92.57,0
UG/02/MCA/2022/009,cse,MCA,c,82.18,84.04,84.46,67.0,79.85,78.07,85.52,77.15,72.16,80.33,74.55,81.49,0
UG/02/MCA/2022/009,cse,MCA,math,78.05,78.03,69.37,74.07,66.79,67.78,65.85,88.51,78.66,67.43,74.14,73.37,0
UG/02/MCA/2022/009,cse,MCA,web-d,71.58,64.15,66.53,69.98,65.18,61.22,66.78,73.65,81.41,74.36,72.14,77.99,0
UG/02/MCA/2022/009,cse,MCA,dsa,64.82,66.47,87.21,74.4,69.1,78.92,80.06,84.21,81.18,76.06,84.45,86.53,0
UG/02/MCA/2022/010,cse,MCA,c,66.16,75.34,76.19,75.76,76.32,70.06,77.09,74.99,85.96,77.64,82.51,72.2,1
UG/02/MCA/2022/010,cse,MCA,math,83.83,71.1,68.75,58.58,66.23,64.57,60.08,76.1,71.63,77.77,75.12,75.44,1
UG/02/MCA/2022/010,cse,MCA,web-d,61.98,72.55,85.92,72.17,80.52,74.07,75.11,83.68,77.6,81.45,75.92,84.93,1
UG/02/MCA/2022/010,cse,MCA,dsa,89.59,69.44,65.66,76.72,81.12,79.24,67.04,64.58,73.0,86.68,75.54,70.12,1
UG/02/MCA/2022/011,cse,MCA,c,91.01,98.36,89.2,95.63,83.64,78.74,99.12,91.79,100.0,94.03,89.07,83.18,0
UG/02/MCA/2022/011,cse,MCA,math,93.98,95.54,100.0,88.58,89.25,93.03,89.93,93.74,98.96,95.13,93.29,83.95,0
UG/02/MCA/2022/011,cse,MCA,web-d,95.59,90.26,93.25,82.88,92.49,97.97,79.81,92.23,87.99,92.89,96.21,99.18,0
UG/02/MCA/2022/011,cse,MCA,dsa,96.42,92.48,90.34,93.85,80.4,93.54,82.61,96.26,100.0,100.0,98.46,86.5,0
UG/02/MCA/2022/012,cse,MCA,c,85.17,66.45,71.22,68.33,78.87,74.79,61.02,83.99,81.87,87.12,63.78,75.46,0
UG/02/MCA/2022/012,cse,MCA,math,78.0,73.81,77.54,82.37,66.12,80.02,70.75,84.13,72.08,75.57,78.36,72.61,0
UG/02/MCA/2022/012,cse,MCA,web-d,77.08,89.24,84.45,74.04,78.15,86.03,85.27,66.88,69.13,83.28,87.02,64.6,0
UG/02/MCA/2022/012,cse,MCA,dsa,82.51,78.84,64.87,75.26,77.35,65.35,78.86,70.79,65.48,84.54,59.61,85.2,0
UG/02/MCA/2022/013,cse,MCA,c,100.0,100.0,96.12,88.61,90.08,90.43,81.82,100.0,95.15,99.07,100.0,100.0,0
UG/02/MCA/2022/013,cse,MCA,math,99.53,79.7,98.15,87.88,87.86,97.78,82.18,91.46,94.3,100.0,90.03,99.61,0
UG/02/MCA/2022/013,cse,MCA,web-d,91.06,99.96,100.0,91.07,78.71,95.69,88.0,92.14,100.0,92.22,88.7,86.86,0
UG/02/MCA/2022/013,cse,MCA,dsa,76.35,86.79,90.21,96.03,80.34,95.3,89.14,82.05,87.82,88.95,100.0,97.13,0
UG/02/MCA/2022/014,cse,MCA,c,64.74,63.59,66.57,74.45,79.48,82.47,84.2,85.96,87.51,66.17,70.91,63.87,1
UG/02/MCA/2022/014,cse,MCA,math,84.29,56.7,70.23,79.45,58.31,80.58,75.19,65.18,78.74,67.76,73.52,83.66,1
UG/02/MCA/2022/014,cse,MCA,web-d,68.81,78.84,71.54,84.7,77.06,72.83,80.59,68.68,60.89,71.01,72.4,82.32,1
UG/02/MCA/2022/014,cse,MCA,dsa,68.58,73.27,66.57,72.26,85.44,63.42,68.92,68.98,79.47,92.58,81.77,71.8,1
UG/02/MCA/2022/015,cse,MCA,c,92.79,85.96,87.63,94.63,100.0,97.3,93.33,97.34,93.93,92.79,84.14,87.99,0
UG/02/MCA/2022/015,cse,MCA,math,93.2,93.08,96.68,92.63,100.0,88.6,91.14,91.94,92.79,99.38,90.48,84.43,0
UG/02/MCA/2022/015,cse,MCA,web-d,83.09,81.85,92.96,100.0,86.23,88.26,89.45,86.73,87.07,100.0,89.55,89.13,0
UG/02/MCA/2022/015,cse,MCA,dsa,100.0,94.98,95.84,94.71,90.19,82.83,93.28,95.7,94.42,93.15,99.08,99.29,0
UG/02/MCA/2022/016,cse,MCA,c,88.78,92.45,91.41,90.09,89.96,93.61,100.0,76.94,99.12,94.94,87.76,92.49,0
UG/02/MCA/2022/016,cse,MCA,math,84.72,95.79,98.78,85.21,100.0,99.87,85.95,100.0,92.36,99.04,100.0,92.54,0
UG/02/MCA/2022/016,cse,MCA,web-d,94.81,94.43,82.49,79.3,99.03,92.18,91.55,96.87,84.65,90.67,86.65,100.0,0
UG/02/MCA/2022/016,cse,MCA,dsa,98.87,87.45,81.75,96.8,86.02,100.0,88.62,91.46,90.65,90.68,97.04,96.77,0
UG/02/MCA/2022/017,cse,MCA,c,82.57,86.63,77.96,86.65,84.49,83.61,88.74,97.06,87.09,100.0,92.16,96.02,0
UG/02/MCA/2022/017,cse,MCA,math,95.41,85.98,95.8,97.85,98.56,88.94,85.1,93.02,90.84,97.75,91.95,93.95,0
UG/02/MCA/2022/017,cse,MCA,web-d,86.5,100.0,93.25,100.0,95.55,90.65,91.24,88.28,98.36,79.95,100.0,92.72,0
UG/02/MCA/2022/017,cse,MCA,dsa,94.11,81.4,100.0,99.14,84.52,99.16,88.61,95.02,100.0,86.42,86.62,96.34,0
UG/02/MCA/2022/018,cse,MCA,c,71.44,83.92,69.27,75.01,84.07,75.93,70.32,83.51,77.85,72.0,61.78,83.35,1
UG/02/MCA/2022/018,cse,MCA,math,74.98,63.38,80.27,67.23,66.3,69.26,72.27,72.84,76.76,82.06,67.48,72.18,1
UG/02/MCA/2022/018,cse,MCA,web-d,74.38,73.86,80.7,78.86,59.98,75.89,86.48,86.88,69.45,71.93,76.96,56.83,1
UG/02/MCA/2022/018,cse,MCA,dsa,68.98,67.35,67.52,61.96,85.12,62.54,69.66,79.51,70.13,73.32,79.13,79.77,1
UG/02/MCA/2022/019,cse,MCA,c,92.87,92.66,96.19,87.31,96.97,92.84,86.34,93.8,90.47,94.62,100.0,100.0,0
UG/02/MCA/2022/019,cse,MCA,math,93.15,98.62,97.54,94.96,94.78,96.2,96.32,85.16,93.68,91.32,100.0,86.75,0
UG/02/MCA/2022/019,cse,MCA,web-d,89.08,97.92,78.08,100.0,96.43,91.01,84.01,94.22,92.3,90.27,100.0,88.39,0
UG/02/MCA/2022/019,cse,MCA,dsa,98.87,88.63,96.67,93.82,95.05,89.39,84.95,91.17,91.47,83.74,91.72,94.72,0
UG/02/MCA/2022/020,cse,MCA,c,58.92,70.59,64.19,70.23,49.81,44.25,42.86,43.38,59.9,59.25,58.82,57.42,1
UG/02/MCA/2022/020,cse,MCA,math,64.9,43.28,46.9,53.39,48.82,45.1,45.11,43.42,58.8,60.65,54.62,53.94,1
UG/02/MCA/2022/020,cse,MCA,web-d,53.68,60.72,67.64,56.11,72.25,47.13,46.54,49.58,58.67,57.44,44.36,54.05,1
UG/02/MCA/2022/020,cse,MCA,dsa,37.95,35.78,45.3,42.53,47.39,46.55,47.02,29.01,34.07,55.71,58.67,56.79,1
UG/02/MCA/2022/021,cse,MCA,c,72.56,67.37,62.4,63.83,68.6,85.2,85.55,72.8,81.0,65.55,73.03,79.13,1
UG/02/MCA/2022/021,cse,MCA,math,60.87,88.57,65.07,65.56,79.75,84.7,79.72,80.88,79.58,80.12,70.15,72.01,1
UG/02/MCA/2022/021,cse,MCA,web-d,85.72,73.65,81.91,84.91,72.73,73.56,86.57,69.82,65.85,73.96,65.9,78.68,1
UG/02/MCA/2022/021,cse,MCA,dsa,73.01,70.39,78.99,71.34,77.22,71.1,81.3,69.33,54.44,84.32,69.31,59.9,1
UG/02/MCA/2022/022,cse,MCA,c,15.88,18.51,34.61,25.32,41.05,37.8,27.69,22.6,28.55,29.6,29.07,30.55,1
UG/02/MCA/2022/022,cse,MCA,math,43.97,40.01,29.84,34.63,33.87,24.02,36.51,26.33,37.9,30.22,28.53,36.0,1
UG/02/MCA/2022/022,cse,MCA,web-d,37.24,39.91,19.31,33.04,25.55,26.66,36.35,26.47,20.39,29.44,21.79,32.93,1
UG/02/MCA/2022/022,cse,MCA,dsa,31.13,19.91,36.62,41.54,26.96,24.54,30.18,27.57,27.76,28.96,31.27,45.76,1
UG/02/MCA/2022/023,cse,MCA,c,85.34,81.94,94.58,93.99,82.36,89.04,94.98,93.17,100.0,100.0,92.76,83.96,0
UG/02/MCA/2022/023,cse,MCA,math,85.7,90.17,91.78,85.65,100.0,77.42,96.27,98.51,90.16,94.12,82.49,95.36,0
UG/02/MCA/2022/023,cse,MCA,web-d,91.95,93.1,100.0,94.74,97.91,94.92,90.46,92.25,87.88,98.06,87.79,82.22,0
UG/02/MCA/2022/023,cse,MCA,dsa,100.0,95.4,91.81,91.69,79.24,89.76,91.12,92.18,93.56,91.61,93.47,88.22,0
UG/02/MCA/2022/024,cse,MCA,c,93.78,78.68,88.86,94.05,100.0,100.0,91.03,95.1,100.0,89.21,90.17,81.01,0
UG/02/MCA/2022/024,cse,MCA,math,87.37,96.46,91.7,84.63,100.0,91.57,94.93,85.49,97.33,100.0,93.63,92.99,0
UG/02/MCA/2022/024,cse,MCA,web-d,90.43,100.0,87.06,92.2,85.72,80.03,97.83,93.19,96.9,82.48,85.0,88.59,0
UG/02/MCA/2022/024,cse,MCA,dsa,93.86,93.92,88.95,100.0,88.51,80.62,89.48,95.58,100.0,93.49,79.18,94.25,0
UG/02/MCA/2022/025,cse,MCA,c,92.13,86.57,97.24,90.88,95.56,75.17,82.6,100.0,95.01,83.67,96.93,83.75,0
UG/02/MCA/2022/025,cse,MCA,math,100.0,97.96,99.0,81.99,88.34,89.21,100.0,95.0,82.56,98.63,94.08,94.64,0
UG/02/MCA/2022/025,cse,MCA,web-d,86.38,87.45,98.21,86.53,96.26,88.77,86.18,89.9,100.0,85.52,93.6,94.23,0
UG/02/MCA/2022/025,cse,MCA,dsa,82.7,96.84,91.07,88.41,95.27,89.82,85.84,87.73,74.22,100.0,100.0,100.0,0
UG/02/MCA/2022/026,cse,MCA,c,69.62,76.58,66.08,74.24,72.27,79.1,60.15,71.15,71.92,75.66,76.77,76.51,0
UG/02/MCA/2022/026,cse,MCA,math,73.68,79.71,72.45,72.63,64.62,68.92,75.78,72.14,85.7,77.24,66.73,78.69,0
UG/02/MCA/2022/026,cse,MCA,web-d,79.16,61.18,77.5,80.18,79.5,89.59,73.19,87.66,63.08,77.92,77.05,79.9,0
UG/02/MCA/2022/026,cse,MCA,dsa,77.45,83.2,86.33,78.74,75.2,74.88,92.36,78.22,66.25,74.22,81.48,85.7,0
UG/02/MCA/2022/027,cse,MCA,c,90.45,82.7,87.19,95.95,100.0,90.56,96.94,98.64,90.79,100.0,99.26,100.0,0
UG/02/MCA/2022/027,cse,MCA,math,90.21,88.5,93.29,88.87,100.0,90.81,99.86,88.55,89.4,99.87,82.94,82.88,0
UG/02/MCA/2022/027,cse,MCA,web-d,88.0,93.18,91.07,92.61,95.45,100.0,97.5,100.0,99.83,82.24,100.0,89.56,0
UG/02/MCA/2022/027,cse,MCA,dsa,99.02,95.17,100.0,96.17,92.75,94.71,89.51,82.81,84.76,89.58,94.88,90.38,0
UG/02/MCA/2022/028,cse,MCA,c,89.73,96.18,93.03,96.16,88.45,88.83,84.64,100.0,92.69,94.79,98.07,89.62,0
UG/02/MCA/2022/028,cse,MCA,math,97.37,93.89,76.26,100.0,87.92,98.69,100.0,100.0,89.89,88.09,100.0,100.0,0
UG/02/MCA/2022/028,cse,MCA,web-d,98.82,88.0,81.65,100.0,80.89,93.43,92.8,90.0,100.0,100.0,100.0,98.34,0
UG/02/MCA/2022/028,cse,MCA,dsa,92.34,84.22,91.7,88.83,87.88,85.65,91.24,81.63,83.78,92.99,95.81,99.91,0
UG/02/MCA/2022/029,cse,MCA,c,23.9,39.27,29.71,29.66,37.14,26.93,34.5,29.94,14.26,27.22,31.84,15.11,1
UG/02/MCA/2022/029,cse,MCA,math,47.63,30.76,28.62,40.32,32.9,28.6,27.34,39.58,27.22,17.81,39.11,27.03,1
UG/02/MCA/2022/029,cse,MCA,web-d,16.35,30.2,33.26,37.99,29.84,33.92,21.83,11.91,35.1,33.0,16.27,34.24,1
UG/02/MCA/2022/029,cse,MCA,dsa,37.43,24.99,17.54,36.75,23.8,22.5,32.45,12.16,20.97,38.1,34.55,25.47,1
UG/02/MCA/2022/030,cse,MCA,c,65.74,80.86,72.33,59.23,90.66,73.03,66.26,82.46,90.42,79.92,84.78,77.2,1
UG/02/MCA/2022/030,cse,MCA,math,87.63,90.7,74.85,74.01,71.72,87.44,74.3,62.72,77.23,74.71,66.41,71.2,1
UG/02/MCA/2022/030,cse,MCA,web-d,69.4,85.18,79.16,75.46,64.53,62.12,73.11,70.69,66.32,74.37,68.99,76.16,1
UG/02/MCA/2022/030,cse,MCA,dsa,71.1,68.26,63.15,85.25,69.72,77.12,66.44,76.86,82.59,81.37,68.03,70.71,1
UG/02/MCA/2022/031,cse,MCA,c,77.9,73.88,72.31,73.83,74.59,61.37,74.43,63.14,75.13,83.26,67.43,81.26,1
UG/02/MCA/2022/031,cse,MCA,math,71.39,63.14,68.41,66.9,57.13,70.28,73.68,72.05,56.34,67.76,62.3,73.44,1
UG/02/MCA/2022/031,cse,MCA,web-d,86.88,80.86,69.84,75.61,78.22,60.79,75.82,76.18,69.85,76.78,68.26,80.13,1
UG/02/MCA/2022/031,cse,MCA,dsa,86.92,75.57,84.88,69.43,59.77,77.01,87.5,62.27,76.74,84.89,80.72,66.53,1
UG/02/MCA/2022/032,cse,MCA,c,72.85,70.14,87.64,84.29,65.79,78.55,78.27,78.33,88.14,76.47,81.42,83.04,0
UG/02/MCA/2022/032,cse,MCA,math,96.61,85.76,68.17,57.05,81.99,87.31,73.47,73.39,70.69,70.62,77.11,63.8,0
UG/02/MCA/2022/032,cse,MCA,web-d,78.07,86.01,64.09,85.84,61.76,72.21,81.78,80.15,66.05,62.2,65.51,78.17,0
UG/02/MCA/2022/032,cse,MCA,dsa,78.26,81.17,63.72,68.12,70.5,77.04,85.62,67.85,66.04,76.64,84.69,72.17,0
UG/02/MCA/2022/033,cse,MCA,c,77.94,77.66,64.18,73.42,64.36,79.33,69.41,77.52,83.34,63.87,79.03,75.84,1
UG/02/MCA/2022/033,cse,MCA,math,82.55,69.58,82.27,89.98,65.32,68.74,87.85,70.58,64.33,72.05,66.83,76.06,1
UG/02/MCA/2022/033,cse,MCA,web-d,63.17,77.72,80.98,64.82,72.57,74.39,70.89,80.28,68.66,65.23,84.96,56.71,1
UG/02/MCA/2022/033,cse,MCA,dsa,62.8,70.79,82.46,59.1,87.27,66.62,82.07,59.64,70.92,85.71,83.48,82.09,1
UG/02/MCA/2022/034,cse,MCA,c,58.96,55.63,41.11,64.02,61.15,59.63,50.93,44.46,61.54,67.23,44.1,51.75,1
UG/02/MCA/2022/034,cse,MCA,math,52.01,42.6,55.33,62.18,57.5,51.66,54.95,54.59,58.77,50.81,39.86,65.74,1
UG/02/MCA/2022/034,cse,MCA,web-d,69.12,49.51,62.61,60.42,48.75,56.31,45.08,53.4,48.91,73.85,48.68,45.77,1
UG/02/MCA/2022/034,cse,MCA,dsa,60.41,60.15,45.42,53.22,69.39,57.74,54.73,64.76,46.48,59.28,64.96,50.03,1
UG/02/MCA/2022/035,cse,MCA,c,55.99,57.25,62.09,29.86,67.67,60.8,54.23,40.26,57.02,56.61,52.32,66.39,1
UG/02/MCA/2022/035,cse,MCA,math,45.47,43.43,42.23,48.7,60.76,35.09,48.82,74.54,75.4,43.7,47.65,57.41,1
UG/02/MCA/2022/035,cse,MCA,web-d,55.56,64.68,49.84,50.24,36.16,57.89,58.77,58.28,40.6,58.64,60.55,52.07,1
UG/02/MCA/2022/035,cse,MCA,dsa,56.17,63.71,50.73,36.74,49.22,48.26,48.4,60.04,49.78,48.98,65.92,53.55,1
UG/02/MCA/2022/036,cse,MCA,c,76.05,75.93,85.37,82.38,79.77,84.97,77.3,70.65,65.99,70.33,68.3,76.0,0
UG/02/MCA/2022/036,cse,MCA,math,79.24,77.36,72.98,82.14,78.61,80.01,80.77,77.67,64.94,70.93,70.54,70.68,0
UG/02/MCA/2022/036,cse,MCA,web-d,83.96,80.06,84.61,80.12,69.48,61.59,68.18,83.7,82.12,77.54,88.71,68.46,0
UG/02/MCA/2022/036,cse,MCA,dsa,65.96,83.93,70.01,90.46,79.6,89.51,69.49,86.77,85.75,71.77,61.72,68.75,0
UG/02/MCA/2022/037,cse,MCA,c,31.25,66.96,47.15,60.94,39.4,48.79,62.26,42.17,66.85,50.84,45.31,36.04,1
UG/02/MCA/2022/037,cse,MCA,math,55.97,42.59,50.39,53.77,46.55,43.35,63.62,51.19,53.32,56.91,44.37,49.67,1
UG/02/MCA/2022/037,cse,MCA,web-d,57.32,59.51,57.36,48.31,53.42,51.37,29.85,59.39,62.52,65.05,59.41,59.32,1
UG/02/MCA/2022/037,cse,MCA,dsa,51.99,56.84,35.97,57.09,65.93,65.93,54.78,50.76,44.62,37.42,48.16,72.94,1
UG/02/MCA/2022/038,cse,MCA,c,84.05,68.36,82.82,63.7,75.04,84.43,75.17,63.54,91.91,83.58,72.34,76.79,0
UG/02/MCA/2022/038,cse,MCA,math,68.34,76.85,76.69,75.64,78.3,79.7,94.07,75.8,87.76,65.45,79.82,77.53,0
UG/02/MCA/2022/038,cse,MCA,web-d,83.13,73.32,82.51,76.38,67.89,75.04,85.41,83.01,75.9,88.94,70.84,83.69,0
UG/02/MCA/2022/038,cse,MCA,dsa,74.77,63.39,82.88,65.47,73.34,65.76,74.36,93.71,70.93,72.61,80.5,58.98,0
UG/02/MCA/2022/039,cse,MCA,c,96.73,97.06,97.71,75.34,100.0,97.56,94.93,98.43,89.98,89.16,88.71,93.07,0
UG/02/MCA/2022/039,cse,MCA,math,79.1,87.51,93.84,97.85,93.04,99.81,87.07,87.42,97.23,92.5,91.24,85.45,0
UG/02/MCA/2022/039,cse,MCA,web-d,100.0,97.33,96.98,98.51,86.58,94.61,92.32,89.25,88.8,100.0,95.87,94.94,0
UG/02/MCA/2022/039,cse,MCA,dsa,100.0,91.53,89.72,88.95,100.0,91.66,90.97,100.0,93.0,91.29,86.67,80.83,0
UG/02/MCA/2022/040,cse,MCA,c,56.24,49.59,49.8,53.51,59.0,49.43,55.48,68.31,67.33,39.71,38.7,52.85,1
UG/02/MCA/2022/040,cse,MCA,math,51.18,41.12,50.15,41.57,43.65,58.7,55.64,54.58,53.2,68.22,45.49,53.6,1
UG/02/MCA/2022/040,cse,MCA,web-d,32.87,48.68,49.6,51.68,38.3,73.06,41.2,61.55,52.46,40.77,53.39,44.15,1
UG/02/MCA/2022/040,cse,MCA,dsa,57.26,53.73,47.32,55.89,46.94,48.17,38.63,54.31,50.23,69.43,56.2,48.75,1
UG/02/MCA/2022/041,cse,MCA,c,80.28,100.0,100.0,100.0,93.57,93.51,89.85,84.29,100.0,96.03,96.84,95.77,0
UG/02/MCA/2022/041,cse,MCA,math,99.77,93.98,99.63,86.57,95.43,98.71,92.29,91.81,86.9,87.37,91.66,88.93,0
